"Name","Link","Tags","Story Points","Status","Assignees","Wallet Address","Reward","Due Date","Activities"
"Documenting the first IOG transaction","https://app.dework.xyz/gsg/test-62898?taskId=cd9adc23-16a0-4cdf-acc5-4ec54304c815","Operation,Treasury,github issue,Audited","0.5","DONE","Treasury","","","October 27, 2022 8:23 AM","Treasury created on Jan 24, 2023 9:40 AM, Task completed on Jan 31, 2023 11:20 AM"
"Setting up Gitbook","https://app.dework.xyz/gsg/test-62898?taskId=8497c95c-871c-4b19-b236-9f757d5f0c90","Operation,Treasury,Audited,github issue","1","DONE","Treasury","","","October 25, 2022 8:23 AM","Treasury created on Jan 24, 2023 9:33 AM, Task completed on Jan 31, 2023 11:20 AM"
"Transfer GG funds to stablecoin","https://app.dework.xyz/gsg/test-62898?taskId=7e48c716-d985-4285-afa9-786261fd267e","Operation,github issue,Treasury,Audited","1","DONE","Treasury","","","November 7, 2022 9:23 AM","Treasury created on Jan 24, 2023 9:24 AM, Task completed on Jan 31, 2023 11:20 AM"
"Weekly Call 12 - 12.5 USD","https://app.dework.xyz/gsg/test-62898?taskId=aa001c3a-c668-4cda-bd76-d95049d73514","Operation,github issue,Audited,Meeting","1","DONE","sirwolcott [SWARM],André [Treasury Guild],CallyFromAuron,JP | $CardanoBeast |,NaiiDz,Treasury,Tevo Saks,Nori","0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,,,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,,0x7F6f528AD92d29F03a11f8723974F1888DB20B19","","","Tevo Saks created on Jan 23, 2023 9:04 PM, Task completed on Jan 24, 2023 11:37 AM"
"Naiidz Activity List","https://app.dework.xyz/gsg/test-62898?taskId=4f468e3a-d0af-4658-b039-863182ab6450","Audited,github issue,Operation","0.25","DONE","NaiiDz","0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B","","","Tevo Saks created on Jan 23, 2023 8:44 PM, Task completed on Jan 31, 2023 11:20 AM"
"Nori Activity List","https://app.dework.xyz/gsg/test-62898?taskId=5dca0b86-04d9-4105-830a-3ca894ec7174","Audited,Operation,github issue","1.5","DONE","Nori","0x7F6f528AD92d29F03a11f8723974F1888DB20B19","","","Tevo Saks created on Jan 23, 2023 2:11 PM, Task completed on Jan 31, 2023 11:20 AM"
"Hand over of CC Admin resources to Circle V4","https://app.dework.xyz/gsg/community-engagement-20134?taskId=32fe3556-b03c-49f4-add1-c2b509d058d2","github issue","","IN_PROGRESS","Nori","0x7F6f528AD92d29F03a11f8723974F1888DB20B19","","","Nori created on Jan 19, 2023 1:52 AM"
"Chair Weekly GG Call 11 - 100 USD","https://app.dework.xyz/gsg/test-62898?taskId=363411b2-807e-4525-b3fc-7e7bd1cf6d53","github issue,Meeting,Audited,Operation","1","DONE","JP | $CardanoBeast |","","","","Tevo Saks created on Jan 17, 2023 3:48 PM, Task completed on Jan 24, 2023 11:37 AM"
"Weekly GG Call 11","https://app.dework.xyz/gsg/test-62898?taskId=fb4901aa-5e50-4d7d-8121-6614cc386bef","Audited,github issue,Meeting,Operation","1","DONE","Tevo Saks,Felix [SWARM],NaiiDz,JP | $CardanoBeast |,CallyFromAuron,André [Treasury Guild],Nori,sirwolcott [SWARM],Treasury",",0x065301995B09114a7E8A33c9b3cF7C777506b443,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,","","","Tevo Saks created on Jan 17, 2023 3:47 PM, Task completed on Jan 24, 2023 11:37 AM"
"Attend Weekly GSG Call 10","https://app.dework.xyz/gsg/test-62898?taskId=e37aac07-3312-41c4-b9c9-5b27959b7ea1","Operation,github issue,Meeting,Audited","1","DONE","Nori,André [Treasury Guild],CallyFromAuron,JP | $CardanoBeast |,NaiiDz,Treasury,sirwolcott [SWARM],Tevo Saks,Felix [SWARM]","0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,,,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,0x065301995B09114a7E8A33c9b3cF7C777506b443","","","Tevo Saks created on Jan 15, 2023 3:50 PM, Task completed on Jan 17, 2023 10:40 AM"
"Attend Weekly GSG Call 9","https://app.dework.xyz/gsg/test-62898?taskId=2be17c82-62ed-4abb-9ab3-01bfa03fda02","Operation,Meeting,Audited,github issue","1","DONE","Felix [SWARM],Nori,André [Treasury Guild],CallyFromAuron,JP | $CardanoBeast |,sirwolcott [SWARM],Treasury","0x065301995B09114a7E8A33c9b3cF7C777506b443,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,","","","Tevo Saks created on Jan 15, 2023 3:49 PM, Task completed on Jan 17, 2023 10:39 AM"
"Attend Weekly GSG Call 8","https://app.dework.xyz/gsg/test-62898?taskId=1da671f8-7ae7-45ed-8cc8-0301f251a146","github issue,Audited,Meeting,Operation","1","DONE","Tevo Saks,NaiiDz,JP | $CardanoBeast |,sirwolcott [SWARM],Treasury,CallyFromAuron,André [Treasury Guild],Nori",",0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0x7F6f528AD92d29F03a11f8723974F1888DB20B19","","","Tevo Saks created on Jan 15, 2023 3:48 PM, Task completed on Jan 17, 2023 10:39 AM"
"Decision - Pay out all old tasks audited by Tevo Saks","https://app.dework.xyz/gsg/test-62898?taskId=6fadaae3-aeac-4870-b36c-2bdacaf5d920","Decision,Audited,github issue","","DONE","NaiiDz,sirwolcott [SWARM],Treasury,Tevo Saks,Felix [SWARM],Nori,André [Treasury Guild],CallyFromAuron,JP | $CardanoBeast |","0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,,0x065301995B09114a7E8A33c9b3cF7C777506b443,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,,","","","Tevo Saks created on Jan 15, 2023 3:40 PM, Task completed on Jan 17, 2023 10:39 AM"
"Chair Weekly GSG Call 10 - 100 USD","https://app.dework.xyz/gsg/test-62898?taskId=b142467a-7a1d-4584-9b1b-6e6b5cba77c8","Audited,Meeting,github issue,Operation","1","DONE","Nori","0x7F6f528AD92d29F03a11f8723974F1888DB20B19","","","Tevo Saks created on Jan 15, 2023 3:33 PM, Task completed on Jan 17, 2023 10:39 AM"
"Chair Weekly GSG Call 9 - 100 USD","https://app.dework.xyz/gsg/test-62898?taskId=1c2db1f1-1193-461c-92ca-66f5cde6b030","Operation,github issue,Meeting,Audited","1","DONE","Felix [SWARM]","0x065301995B09114a7E8A33c9b3cF7C777506b443","","","Tevo Saks created on Jan 15, 2023 3:29 PM, Task completed on Jan 17, 2023 10:38 AM"
"Chair Weekly GSG Call 8 - 100 USD","https://app.dework.xyz/gsg/test-62898?taskId=9b74da6f-166b-4cc0-8a6d-7b245c4802f1","Audited,Meeting,github issue,Operation","1","DONE","NaiiDz","0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B","","","Tevo Saks created on Jan 15, 2023 3:29 PM, Task completed on Jan 17, 2023 10:39 AM"
"Chair Weekly GSG Call 6 - 100 USD","https://app.dework.xyz/gsg/test-62898?taskId=d7aa5979-8e7f-4059-a662-51590ef660b9","Operation,github issue,Meeting,Audited","1","DONE","JP | $CardanoBeast |","","","","Tevo Saks created on Jan 15, 2023 3:28 PM, Task completed on Jan 17, 2023 10:39 AM"
"Chair Weekly GSG Call 6 - 100 USD","https://app.dework.xyz/gsg/test-62898?taskId=0913e9a6-ee91-4b28-8638-2db1f5a531d3","Audited,Meeting,github issue,Operation","1","DONE","Tevo Saks","","","","Tevo Saks created on Jan 15, 2023 3:26 PM, Task completed on Jan 17, 2023 10:39 AM"
"Chair Weekly GSG Call 5 - 100 USD","https://app.dework.xyz/gsg/test-62898?taskId=dccd4b5b-e112-4b25-be14-0a65a8666d27","Meeting,Audited,github issue,Operation","2","DONE","sirwolcott [SWARM]","0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2","","","Tevo Saks created on Jan 15, 2023 3:25 PM, Task completed on Jan 17, 2023 10:39 AM"
"Tevo Activity List","https://app.dework.xyz/gsg/project-board?taskId=f5baaead-2159-40d2-88be-32a68b2a0342","github issue","","TODO","","","","","Github Integration created on Jan 12, 2023 7:55 PM"
"PBL - Code of Conduct","https://app.dework.xyz/gsg/pbl-learning-materia?taskId=fc7090d4-1978-4907-a30a-2c15d3483bbc","github issue","","IN_PROGRESS","JP | $CardanoBeast |","","","","Tevo Saks created on Jan 12, 2023 7:38 PM"
"PBL - Commissioning","https://app.dework.xyz/gsg/pbl-learning-materia?taskId=25a8f3dd-0786-4f3c-862e-987fb3e64cec","github issue","","IN_PROGRESS","CallyFromAuron","","","","Tevo Saks created on Jan 12, 2023 7:33 PM"
"PBL - Treasury Management","https://app.dework.xyz/gsg/pbl-learning-materia?taskId=410dbf14-60dc-4070-85c5-bb3963200f8b","github issue","5","IN_PROGRESS","Treasury,André [Treasury Guild]",",0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC","","","Tevo Saks created on Jan 12, 2023 7:32 PM"
"12.22 Monthly Reporting - 50 USD","https://app.dework.xyz/gsg/test-62898?taskId=e3f2519f-238c-425e-ad45-9c113cc9f7f1","github issue,Audited,Operation,Treasury","1","DONE","André [Treasury Guild]","0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC","","","Tevo Saks created on Dec 29, 2022 2:55 PM, Task completed on Jan 17, 2023 10:38 AM"
"PM Activities and PM Documentation","https://app.dework.xyz/gsg/test-62898?taskId=844d2222-7a59-402c-9584-7aba3e9adf49","Operation,github issue,Audited","5.25","DONE","Tevo Saks","","","","Tevo Saks created on Dec 29, 2022 2:49 PM, Task completed on Jan 31, 2023 11:20 AM"
"Attend Weekly GSG Call 7 - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=2ade46a8-e09e-46b3-b555-1e28b4bd0f6f","github issue,Meeting,Audited,Operation","1","DONE","Felix [SWARM],Treasury,Tevo Saks,sirwolcott [SWARM],Nori,André [Treasury Guild],CallyFromAuron,JP | $CardanoBeast |,NaiiDz","0x065301995B09114a7E8A33c9b3cF7C777506b443,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,,,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B","","November 7, 2022 5:18 PM","Felix [SWARM] created on Nov 28, 2022 7:39 PM, Task completed on Jan 17, 2023 10:40 AM"
"Dework Task Template - 100 Gimbals","https://app.dework.xyz/gsg/test-62898?taskId=08a632cb-6ca5-4d9a-b29d-09beee56978d","","0.5","BACKLOG","André [Treasury Guild]","0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC","","","André [Treasury Guild] created on Nov 22, 2022 8:37 AM"
"Decision - CF Sub Circle Topic","https://app.dework.xyz/gsg/community-engagement-20134?taskId=b40f758e-a227-4ab8-b051-34ee11f362e4","","","TODO","","","","","Tevo Saks created on Nov 11, 2022 8:43 PM"
"CF Subcircle Commissioning - ?ADA","https://app.dework.xyz/gsg/community-engagement-20134?taskId=41f9a5ea-95bc-40fe-9361-dc45e92d189e","","","TODO","","","","","Github Integration created on Nov 11, 2022 8:39 PM"
"CF Subcircle Commissioning - ?ADA","https://app.dework.xyz/gsg/community-engagement-20134?taskId=ca124473-e95a-41a7-b9f6-f6b3a7c77243","","","BACKLOG","","","","","Tevo Saks created on Nov 11, 2022 8:39 PM"
"Clean Up Meeting Item Format","https://app.dework.xyz/gsg/test-62898?taskId=d5f144f9-781b-49f9-a8ab-a4ac5c993c82","Audited,Operation,github issue","4","DONE","Tevo Saks","","","","Tevo Saks created on Nov 11, 2022 8:24 PM, Task completed on Jan 17, 2023 10:40 AM"
"Attend Weekly GSG Call X - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=10ddc63d-75d7-4238-acf6-541693e7f45a","Audited,Operation,Meeting,github issue","1","DONE","NaiiDz,Felix [SWARM],André [Treasury Guild],JP | $CardanoBeast |,Tevo Saks,sirwolcott [SWARM],Treasury","0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,0x065301995B09114a7E8A33c9b3cF7C777506b443,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,","","November 7, 2022 5:18 PM","Felix [SWARM] created on Nov 7, 2022 7:10 PM, Task completed on Jan 17, 2023 10:39 AM"
"Emurgo Sub Circle Setup","https://app.dework.xyz/gsg/community-engagement-20134?taskId=da455c39-77dd-40a4-a29f-205ac3256683","","1","TODO","Felix [SWARM]","0x065301995B09114a7E8A33c9b3cF7C777506b443","","","Stephen [QADAO][SWARM] created on Oct 31, 2022 5:13 PM"
"Website - $500","https://app.dework.xyz/gsg/community-engagement-20134?taskId=d2476157-0df2-4b56-b76d-197a999ed824","","1","TODO","Felix [SWARM]","0x065301995B09114a7E8A33c9b3cF7C777506b443","","","Stephen [QADAO][SWARM] created on Oct 31, 2022 5:04 PM"
"Test Transactions","https://app.dework.xyz/gsg/test-62898?taskId=1587c3f8-4d1e-44bc-86b1-cec7eb9de18a","Treasury,Audited,github issue,Operation","1","DONE","André [Treasury Guild]","0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC","","October 28, 2022 12:55 PM","Stephen [QADAO][SWARM] created on Oct 28, 2022 12:55 PM, Task completed on Jan 17, 2023 10:40 AM"
"Chair Weekly GSG Call 4 - 100 USD","https://app.dework.xyz/gsg/test-62898?taskId=e9533499-cd06-4ddb-ac7d-2d31f77abd09","github issue,Operation,Audited,Meeting","1","DONE","André [Treasury Guild]","0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC","","October 24, 2022 3:42 PM","Stephen [QADAO][SWARM] created on Oct 20, 2022 3:42 PM, Task completed on Jan 17, 2023 10:40 AM"
"Chair Weekly GSG Call 3 - 100 USD","https://app.dework.xyz/gsg/test-62898?taskId=d5ab8d7b-4090-41da-9e6e-257d1dc70072","Meeting,github issue,Operation,Audited","1","DONE","Nori","0x7F6f528AD92d29F03a11f8723974F1888DB20B19","","October 17, 2022 3:41 PM","Stephen [QADAO][SWARM] created on Oct 20, 2022 3:41 PM, Task completed on Jan 17, 2023 10:40 AM"
"GSG Monthly Reporting - 50 USD","https://app.dework.xyz/gsg/test-62898?taskId=d9ceefb3-5bb4-47b2-8c94-e1b978394269","Operation,Treasury,github issue,Audited","1","DONE","JP | $CardanoBeast |","","","November 24, 2022 4:46 PM","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:47 PM, Task completed on Jan 17, 2023 10:40 AM"
"Onboarding GSG Proposal - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=408b4345-a53e-43cb-97dc-cc60be8fb3c8","Treasury,github issue,Audited,Operation","1","DONE","Stephen [QADAO][SWARM]","0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:43 PM, Task completed on Jan 17, 2023 10:40 AM"
"Transfer GSG funds to stablecoin - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=78bd9cb3-a651-47cd-b71a-84f40b8f7fb9","Treasury,github issue,Operation,Audited","2","DONE","Tevo Saks","","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:41 PM, Task completed on Jan 24, 2023 11:37 AM"
"Budget Review - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=72438b07-205f-4ece-a4c0-3ad8c97ba1bd","Meeting,Audited,Operation,github issue","2","DONE","André [Treasury Guild],Stephen [QADAO][SWARM],NaiiDz","0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B","","October 27, 2022 9:30 AM","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:35 PM, Task completed on Jan 17, 2023 10:39 AM"
"Emurgo Subcircle Commissioning - ?ADA","https://app.dework.xyz/gsg/community-engagement-20134?taskId=7ea25ee8-b52f-45c1-b423-333646aab33d","","2","TODO","Felix [SWARM]","0x065301995B09114a7E8A33c9b3cF7C777506b443","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:32 PM"
"Setup Twitter account - ?ADA","https://app.dework.xyz/gsg/community-engagement-20134?taskId=fab40ed7-c794-479c-b55c-ca0a69c3de70","Implement Tools,Meeting,Audited,Operation,github issue","2","DONE","JP | $CardanoBeast |,sirwolcott [SWARM],Tevo Saks,Stephen [QADAO][SWARM]",",0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:30 PM, Task completed on Jan 17, 2023 10:44 AM"
"End of session survey - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=e84c454c-7f13-4747-8aa5-c3ef031d03a5","Operation,github issue,Audited,Implement Tools","2","DONE","Tevo Saks","","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:29 PM, Task completed on Jan 17, 2023 10:40 AM"
"Calendar for Chair and notetaking - ?ADA","https://app.dework.xyz/gsg/test-62898?taskId=28d2d2af-1ff3-4ee1-96bc-f32feb1b38fc","Audited,Implement Tools,Operation,github issue","2","DONE","JP | $CardanoBeast |,Nori",",0x7F6f528AD92d29F03a11f8723974F1888DB20B19","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:24 PM, Task completed on Jan 17, 2023 10:39 AM"
"Basic Decision Making Process","https://app.dework.xyz/gsg/pbl-learning-materia?taskId=a76d8556-8aa2-4aee-bdd8-c1b5b3c3462d","","3","IN_REVIEW","Nori","0x7F6f528AD92d29F03a11f8723974F1888DB20B19","","","Stephen [QADAO][SWARM] created on Oct 17, 2022 3:21 PM"
"Integrate dework tool with canvas - 300 ADA","https://app.dework.xyz/gsg/test-62898?taskId=5059c2e7-3d64-468a-a704-11319cbf2fb7","","2","TODO","Treasury,André [Treasury Guild],Stephen [QADAO][SWARM]",",0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 13, 2022 4:40 PM","Stephen [QADAO][SWARM] created on Oct 13, 2022 4:42 PM"
"Weekly GSG Call - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=93f13c05-147d-45a0-8316-8193bc345ba2","Audited,Meeting,github issue,Operation","1","DONE","NaiiDz,Tevo Saks,Treasury,sirwolcott [SWARM],CallyFromAuron,Felix [SWARM],JP | $CardanoBeast |,Nori,Stephen [QADAO][SWARM]","0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,,0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,,0x065301995B09114a7E8A33c9b3cF7C777506b443,,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0xB8d57C471Fb759f4B88C4022f9FB05FBBEd1F1aB","","October 31, 2022 5:18 PM","Treasury created on Oct 10, 2022 6:42 PM, Task completed on Jan 17, 2023 10:39 AM"
"Weekly GSG Call - 100 Gimbal","https://app.dework.xyz/gsg/test-62898?taskId=25a13a48-3e3a-46b5-8782-3282117fa5f9","github issue,Operation,Audited,Meeting","1","DONE","sirwolcott [SWARM],NaiiDz,JP | $CardanoBeast |,CallyFromAuron,André [Treasury Guild],Nori,Felix [SWARM],Tevo Saks,Treasury","0xC2691ECE203b4361643BD897AD7CE7C3cf6939c2,0xf6Bc66191DFaCc21EcE671Ca0Ca1841538c0728B,,,0xe05fc8ACF46C441D7e99eE3A6B39F93027c01DeC,0x7F6f528AD92d29F03a11f8723974F1888DB20B19,0x065301995B09114a7E8A33c9b3cF7C777506b443,,","","October 24, 2022 4:18 PM","Treasury created on Oct 10, 2022 6:41 PM, Task completed on Jan 17, 2023 10:39 AM"
